Source;Target;Weight
1017;1034;1
1017;781;1
1017;288;1
1017;1630;1
1017;1381;1
1017;619;1
1017;1417;1
1017;2188;1
1017;1424;1
1017;2198;1
1017;1436;1
1017;691;1
1017;977;1
1017;1494;1
1017;982;1
1017;992;1
1017;739;1
1017;995;1
1017;240;1
1034;978;1
1034;1645;1
1034;255;1
781;758;1
781;348;1
288;256;1
288;261;1
288;780;1
288;561;1
288;334;1
288;628;1
288;125;1
288;657;1
288;1965;1
288;1715;1
288;185;1
288;191;1
288;703;1
288;709;1
288;203;1
288;252;1
1630;1638;1
1630;939;1
1381;1382;1
619;284;1
619;302;1
619;195;1
619;708;1
619;596;1
1417;1432;1
1417;1435;1
1417;674;1
1417;2678;1
2188;774;1
2188;779;1
2188;706;1
2188;202;1
2188;1014;1
2188;762;1
2188;764;1
1424;2683;1
2198;998;1
2198;1009;1
2198;1010;1
1436;1548;1
1436;2079;1
1436;1058;1
1436;2651;1
1436;1402;1
1436;2176;1
1436;1413;1
1436;1416;1
1436;1429;1
1436;666;1
1436;2220;1
1436;196;1
1436;201;1
1436;1486;1
1436;718;1
691;570;1
691;578;1
691;597;1
691;879;1
691;133;1
691;402;1
691;663;1
691;682;1
691;194;1
691;1993;1
691;493;1
691;2041;1
691;3323;1
977;1027;1
977;1971;1
977;1978;1
977;985;1
977;1502;1
977;1521;1
977;1013;1
977;508;1
1494;1445;1
1494;1470;1
1494;1485;1
1494;1490;1
1494;1629;1
1494;1514;1
1494;1649;1
1494;2043;1
982;544;1
982;1464;1
982;972;1
982;3157;1
992;1005;1
992;1006;1
739;579;1
739;606;1
739;1190;1
739;1199;1
739;442;1
739;446;1
739;474;1
739;479;1
739;737;1
739;2019;1
240;771;1
240;566;1
240;184;1
240;335;1
240;3155;1
240;481;1
240;237;1
978;1685;1
1645;1063;1
1645;1592;1
1645;1681;1
1645;3254;1
1645;2818;1
1645;2831;1
1645;2834;1
1645;2841;1
1645;2843;1
1645;2847;1
1645;2848;1
1645;1832;1
1645;1888;1
1645;1947;1
1645;1015;1
255;1844;1
255;832;1
255;1610;1
255;1102;1
255;629;1
255;122;1
255;1438;1
255;671;1
255;492;1
758;563;1
758;1857;1
758;614;1
758;1922;1
758;690;1
758;693;1
758;1756;1
758;247;1
348;692;1
348;565;1
256;731;1
256;188;1
261;238;1
780;770;1
780;700;1
334;325;1
334;282;1
628;2115;1
628;613;1
628;136;1
628;137;1
628;153;1
628;710;1
628;755;1
628;792;1
628;315;1
628;1357;1
628;864;1
628;1946;1
628;461;1
628;504;1
125;38;1
125;853;1
125;881;1
125;1718;1
125;1783;1
1965;650;1
1965;295;1
1965;1968;1
1965;343;1
1965;368;1
1715;818;1
1715;1880;1
1715;1916;1
1715;1962;1
1715;1963;1
1715;1774;1
185;647;1
185;2184;1
185;678;1
185;681;1
185;582;1
185;340;1
185;491;1
185;621;1
185;497;1
191;60;1
191;586;1
191;179;1
191;242;1
191;784;1
191;1379;1
191;476;1
709;331;1
709;204;1
709;750;1
203;622;1
252;259;1
252;278;1
252;253;1
939;960;1
939;2052;1
939;949;1
939;958;1
284;783;1
284;699;1
284;575;1
284;704;1
302;611;1
195;280;1
195;557;1
195;341;1
195;659;1
195;724;1
195;727;1
708;271;1
708;279;1
708;176;1
708;695;1
708;639;1
596;264;1
1432;1442;1
1432;1400;1
1435;1411;1
1435;1425;1
2678;1440;1
2678;2055;1
2678;1422;1
706;89;1
706;686;1
706;698;1
706;1724;1
706;200;1
762;640;1
762;332;1
762;726;1
998;994;1
1548;1544;1
1548;1547;1
1548;2707;1
1548;1052;1
1548;2110;1
1548;1989;1
1548;3275;1
1058;1039;1
1058;1560;1
1058;1051;1
1058;1873;1
1058;113;1
1058;1674;1
2651;728;1
1402;1408;1
1402;716;1
666;1955;1
666;186;1
196;772;1
196;523;1
196;2064;1
196;1409;1
196;656;1
196;1682;1
196;675;1
196;1702;1
196;680;1
196;689;1
196;1987;1
196;712;1
196;1747;1
196;214;1
196;487;1
201;2117;1
201;480;1
201;1011;1
1486;2836;1
1486;2102;1
1486;1636;1
1486;1397;1
1486;1654;1
1486;1655;1
1486;903;1
1486;1671;1
1486;2814;1
718;1421;1
718;555;1
570;333;1
570;2924;1
570;694;1
570;1986;1
578;794;1
578;286;1
578;588;1
578;589;1
578;877;1
578;170;1
578;193;1
597;612;1
133;132;1
133;2348;1
133;630;1
402;452;1
402;414;1
402;415;1
402;377;1
682;618;1
194;2353;1
1993;262;1
1993;273;1
1993;294;1
1993;705;1
1993;209;1
1993;218;1
1993;245;1
1993;248;1
3323;3202;1
3323;1979;1
3323;974;1
3323;986;1
1521;1518;1
508;532;1
508;156;1
508;540;1
508;551;1
1470;1472;1
1485;1483;1
1629;953;1
1629;1631;1
1514;1478;1
1514;1517;1
1649;2840;1
1649;2842;1
1649;3169;1
1649;3170;1
1649;1642;1
1649;1651;1
1649;1679;1
1649;1954;1
1649;3258;1
1649;2020;1
1649;3311;1
1649;2812;1
2043;519;1
2043;433;1
2043;2407;1
544;543;1
1464;2703;1
1464;1019;1
579;257;1
579;293;1
579;316;1
1190;1171;1
1190;1207;1
1190;1233;1
1190;1130;1
1199;3228;1
1199;1189;1
1199;3148;1
446;2390;1
446;381;1
479;585;1
479;500;1
737;2883;1
737;734;1
2019;2649;1
2019;1387;1
2019;2677;1
2019;1406;1
2019;1433;1
566;291;1
566;234;1
566;366;1
184;13;1
184;556;1
184;2402;1
184;369;1
184;490;1
335;558;1
335;723;1
481;189;1
481;1984;1
481;198;1
481;244;1
481;246;1
1063;1111;1
1063;1956;1
1592;1537;1
1592;1935;1
1592;1565;1
1592;1591;1
1592;1594;1
1681;1668;1
1681;2970;1
1681;1647;1
2841;1670;1
2841;3165;1
2841;1056;1
2841;1661;1
2841;1663;1
2848;2087;1
1832;803;1
1832;1853;1
1832;1885;1
1832;1904;1
1832;1760;1
1832;1781;1
1888;2062;1
1888;2189;1
1888;1725;1
1888;1742;1
1888;1743;1
1888;1788;1
1888;1816;1
1888;1829;1
1888;1834;1
1888;1860;1
1888;1876;1
1888;1909;1
1888;2459;1
1888;2007;1
1888;2036;1
1947;1665;1
1844;1753;1
832;813;1
832;1341;1
832;1856;1
832;846;1
832;857;1
832;1912;1
1610;1570;1
1610;1603;1
1610;1605;1
1610;1666;1
1610;1940;1
1610;1994;1
1610;2003;1
1610;1508;1
1610;1516;1
1610;1525;1
1610;1529;1
1102;3332;1
1102;1684;1
1102;2593;1
1102;1069;1
1102;1081;1
1102;1086;1
1102;1100;1
629;592;1
629;593;1
629;2400;1
1438;2687;1
492;3299;1
492;501;1
563;560;1
1857;1364;1
1857;1908;1
1857;1732;1
1857;1751;1
1922;1026;1
1922;1652;1
1922;1669;1
1922;1995;1
690;197;1
690;757;1
693;748;1
1756;789;1
1756;795;1
1756;796;1
1756;871;1
1756;884;1
1756;889;1
1756;898;1
1756;1224;1
1756;2002;1
1756;1258;1
247;2187;1
692;599;1
731;249;1
188;676;1
770;766;1
770;777;1
770;301;1
770;2982;1
770;964;1
282;559;1
282;564;1
282;569;1
282;648;1
282;655;1
282;2215;1
282;685;1
282;768;1
282;310;1
282;353;1
2115;441;1
153;154;1
315;553;1
315;318;1
315;577;1
315;324;1
864;1318;1
864;833;1
864;1242;1
864;1254;1
864;1133;1
864;1265;1
864;1266;1
1946;2076;1
1946;1083;1
1946;1085;1
1946;97;1
1946;1672;1
504;503;1
853;847;1
1718;1837;1
1718;826;1
1718;1882;1
1718;868;1
1718;1897;1
1718;900;1
1718;2986;1
1718;3007;1
1718;1762;1
1783;1821;1
295;371;1
368;347;1
368;351;1
368;2197;1
368;668;1
368;216;1
368;229;1
368;231;1
818;1803;1
818;855;1
1916;1793;1
1916;1804;1
1916;1881;1
1916;1895;1
1916;2446;1
1916;1701;1
1916;1776;1
1962;1711;1
2184;688;1
60;87;1
179;538;1
242;287;1
1379;1678;1
1379;2641;1
1379;2642;1
1379;1384;1
476;212;1
331;3255;1
750;711;1
750;590;1
750;752;1
750;624;1
253;289;1
253;251;1
2052;902;1
2052;2966;1
2052;923;1
699;552;1
575;208;1
704;684;1
279;573;1
279;576;1
279;591;1
279;489;1
176;181;1
176;2493;1
695;3282;1
695;679;1
639;254;1
1442;1430;1
1400;2965;1
1400;3263;1
89;130;1
89;2307;1
89;2323;1
89;793;1
89;35;1
89;65;1
89;1355;1
89;94;1
89;874;1
1724;270;1
1724;1808;1
1724;1830;1
1724;1852;1
1724;1870;1
1724;1369;1
1724;1719;1
1724;1734;1
1724;1754;1
1724;2022;1
200;1812;1
200;609;1
1052;1650;1
1052;1653;1
1989;1115;1
1873;1352;1
1873;1358;1
1873;1367;1
1873;1739;1
113;51;1
113;882;1
1674;2058;1
1674;2839;1
1674;2870;1
1674;2798;1
1674;2039;1
1955;649;1
1409;1378;1
1409;2690;1
1409;1412;1
1409;1418;1
1682;1545;1
1682;1841;1
1682;1075;1
1682;1648;1
1682;3257;1
1702;2049;1
1702;2080;1
1702;1907;1
689;697;1
1987;761;1
1747;800;1
1747;815;1
1747;1845;1
1747;1848;1
1747;858;1
1747;1375;1
1747;2170;1
1747;1704;1
1747;1757;1
1747;1771;1
2102;1662;1
1636;3239;1
1654;1664;1
1654;1657;1
1655;2864;1
1655;2796;1
903;4;1
333;330;1
1986;1185;1
1986;1144;1
170;401;1
170;171;1
452;453;1
618;2882;1
618;603;1
294;617;1
705;2131;1
209;746;1
218;220;1
218;2655;1
218;232;1
218;372;1
245;1966;1
245;594;1
3202;1510;1
1979;1982;1
156;157;1
540;541;1
551;3156;1
1472;1457;1
1642;2952;1
1642;1618;1
1642;1619;1
1642;3038;1
1642;1644;1
1651;1673;1
1679;1667;1
1679;1389;1
1679;1392;1
1679;2801;1
1679;1658;1
1954;1939;1
2020;2809;1
2812;2794;1
433;457;1
433;2387;1
433;431;1
1019;2562;1
1019;1029;1
1019;989;1
1019;1520;1
1189;1188;1
1189;2140;1
381;458;1
381;378;1
381;380;1
734;735;1
1111;1093;1
1111;1087;1
1956;1112;1
1956;1076;1
1956;1080;1
1565;3315;1
1565;1562;1
1565;1578;1
1647;2867;1
1670;2106;1
1670;3274;1
1056;2879;1
1661;2817;1
1661;2805;1
1663;2800;1
803;802;1
1853;1799;1
1853;1703;1
1853;856;1
1853;1759;1
1885;1792;1
1904;2060;1
1904;2142;1
1904;2174;1
1904;1706;1
1904;1729;1
1904;1740;1
1904;1741;1
1904;2027;1
1904;2032;1
1860;1918;1
2007;2993;1
1665;2603;1
1753;1879;1
1341;1334;1
1856;1814;1
1856;1887;1
1856;2663;1
1856;2431;1
1856;2469;1
1856;1748;1
1856;2009;1
1856;2029;1
1912;1917;1
1570;1561;1
1605;1604;1
1666;1105;1
1666;2021;1
1666;2230;1
1940;1928;1
1994;1617;1
1529;1944;1
1529;1948;1
1529;1535;1
501;2116;1
1364;1846;1
1026;1035;1
1669;2860;1
1669;2861;1
789;872;1
796;2014;1
884;797;1
898;899;1
898;2507;1
1258;1260;1
777;760;1
2982;1388;1
964;1031;1
569;572;1
318;268;1
1318;1313;1
1318;1319;1
1318;1243;1
833;838;1
833;848;1
1242;1245;1
1265;1304;1
1265;1278;1
1085;1040;1
97;77;1
1672;2837;1
1672;2810;1
503;2403;1
503;506;1
1837;2461;1
1837;1864;1
1837;1891;1
868;859;1
868;860;1
1897;1720;1
900;2168;1
1821;1809;1
1821;1813;1
1821;2001;1
1803;1847;1
1803;2448;1
1803;2207;1
1803;1705;1
1793;1822;1
1793;1752;1
1793;1905;1
1711;1805;1
538;180;1
1678;1431;1
624;336;1
573;337;1
489;616;1
254;601;1
254;631;1
1430;1426;1
1430;2227;1
1430;2229;1
130;53;1
793;2497;1
94;92;1
94;46;1
270;2364;1
1870;1915;1
1719;1784;1
1734;2081;1
1734;1707;1
1734;1712;1
1812;2050;1
1812;1697;1
1812;1758;1
1812;1763;1
1812;798;1
1812;1838;1
1812;1999;1
1812;2005;1
1653;2078;1
1115;2608;1
1115;1584;1
1115;1106;1
1115;1116;1
1115;1121;1
1115;1128;1
1358;1377;1
1739;2863;1
1739;1361;1
1739;890;1
1378;2639;1
1378;2222;1
1545;1546;1
1075;1957;1
1375;1366;1
1375;1340;1
1757;2010;1
1757;119;1
3239;1942;1
2796;2797;1
330;2196;1
1185;1169;1
1185;1174;1
1144;1132;1
2655;1410;1
1510;2068;1
1510;1511;1
1510;1512;1
1619;1621;1
3038;1613;1
1673;2808;1
1667;2799;1
1667;2806;1
1658;3281;1
2794;2835;1
2794;2844;1
2794;3306;1
457;395;1
457;459;1
1188;1167;1
1188;1180;1
1188;1329;1
380;376;1
735;736;1
2879;1074;1
856;849;1
1792;2092;1
1792;2013;1
1729;1920;1
1741;1708;1
1741;1877;1
1741;1780;1
1918;1716;1
2993;1921;1
2993;2217;1
2029;1778;1
1917;31;1
1917;1910;1
1917;1698;1
1561;2730;1
1604;1587;1
1604;1581;1
1105;2122;1
1105;1107;1
1944;1926;1
1944;1608;1
2116;2398;1
760;773;1
760;775;1
760;776;1
760;2482;1
760;2488;1
760;2489;1
1031;2567;1
1243;1241;1
2810;2179;1
1864;1871;1
1864;2584;1
1809;3188;1
1705;1769;1
1805;1749;1
180;537;1
337;2354;1
1707;2474;1
798;801;1
1838;1903;1
1584;2726;1
1584;2040;1
2196;2193;1
1169;1222;1
1169;1183;1
1169;2615;1
1132;1131;1
1132;1134;1
1132;2939;1
1613;941;1
1613;2144;1
2808;2829;1
1329;1178;1
1074;1070;1
849;819;1
849;820;1
1778;2026;1
1778;1786;1
31;82;1
31;126;1
1698;2989;1
1587;2727;1
2584;2586;1
2193;2194;1
2193;2195;1
1222;3224;1
1183;3139;1
941;1614;1
941;955;1
941;959;1
1178;1210;1
1786;2118;1
126;22;1
2586;3012;1
959;961;1
959;948;1
1210;2880;1
2118;2467;1
2118;1863;1
2118;2910;1
